Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Barking and Dagenham,Council,E09000002,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,42.9,25551.85,27748,130208.0,2020
Barking and Dagenham,Council,E09000002,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,47.8,25551.85,27748,19807.0,2020
Barking and Dagenham,Council,E09000002,Social care-related quality of life,Total,19.0,25551.85,27748,150015.0,2020
Barking and Dagenham,Council,E09000002,Social care-related quality of life,18-64,19.6,25551.85,27748,130208.0,2020
Barking and Dagenham,Council,E09000002,Social care-related quality of life,65 and over,18.5,25551.85,27748,19807.0,2020
Barking and Dagenham,Council,E09000002,Social care-related quality of life,Female,18.5,25551.85,27748,76353.0,2020
Barking and Dagenham,Council,E09000002,Social care-related quality of life,Male,19.5,25551.85,27748,73662.0,2020
Barnet,Council,E09000003,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.399,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Delayed transfers of care from hospital per 100,000 population",Total,8.9,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",Total,2.4,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",Total,0.9,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,502.6,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,16.7,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Overall satisfaction of people who use services with their care and support,Total,64.4,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Overall satisfaction of people who use services with their care and support,18-64,65.0,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Overall satisfaction of people who use services with their care and support,65 and over,64.0,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Overall satisfaction of people who use services with their care and support,Female,64.3,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Overall satisfaction of people who use services with their care and support,Male,64.5,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of adults in contact with secondary mental health services in paid employment,Total,7.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of adults in contact with secondary mental health services in paid employment,Female,8.0,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of adults in contact with secondary mental health services in paid employment,Male,6.0,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,68.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,67.0,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,69.0,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities in paid employment,Total,8.4,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities in paid employment,Female,7.8,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities in paid employment,Male,8.8,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities who live in their own home or with their family,Total,80.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities who live in their own home or with their family,Female,79.4,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of adults with learning disabilities who live in their own home or with their family,Male,80.4,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,87.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,95.0,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,71.9,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,86.96,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,1.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,1.3,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,0.8,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,1.02,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,Total,33.5,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,18-64,46.0,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,65 and over,21.8,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,Total,100.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,18-64,100.0,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive direct payments,65 and over,100.0,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,Total,99.7,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,18-64,99.5,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,65 and over,99.9,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,Total,100.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,18-64,100.0,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people using social care who receive self-directed support,65 and over,100.0,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services and carers who find it easy to find information about services,Total,68.3,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people who use services and carers who find it easy to find information about services,18-64,68.2,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people who use services and carers who find it easy to find information about services,65 and over,68.3,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services and carers who find it easy to find information about services,Female,65.7,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of people who use services and carers who find it easy to find information about services,Male,71.4,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of people who use services who feel safe,Total,66.0,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people who use services who feel safe,18-64,66.9,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people who use services who feel safe,65 and over,65.3,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services who feel safe,Female,65.6,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of people who use services who feel safe,Male,66.5,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of people who use services who have control over their daily life,Total,75.9,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people who use services who have control over their daily life,18-64,78.5,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people who use services who have control over their daily life,65 and over,74.2,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services who have control over their daily life,Female,75.0,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of people who use services who have control over their daily life,Male,77.3,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of people who use services who reported that they had as much social contact as they would like,Total,42.2,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,42.8,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,41.9,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services who reported that they had as much social contact as they would like,Female,40.2,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of people who use services who reported that they had as much social contact as they would like,Male,45.3,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of people who use services who say that those services have made them feel safe and secure,Total,83.6,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,89.1,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,80.0,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Proportion of people who use services who say that those services have made them feel safe and secure,Female,83.7,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Proportion of people who use services who say that those services have made them feel safe and secure,Male,83.5,13803.35,39660,150276.0,2020
Barnet,Council,E09000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,40.7,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,57.1,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,39.2,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Social care-related quality of life,Total,18.8,13803.35,39660,304318.0,2020
Barnet,Council,E09000003,Social care-related quality of life,18-64,19.0,13803.35,39660,246148.0,2020
Barnet,Council,E09000003,Social care-related quality of life,65 and over,18.7,13803.35,39660,58170.0,2020
Barnet,Council,E09000003,Social care-related quality of life,Female,18.9,13803.35,39660,154042.0,2020
Barnet,Council,E09000003,Social care-related quality of life,Male,18.8,13803.35,39660,150276.0,2020
Barnsley,Council,E08000016,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.45,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Delayed transfers of care from hospital per 100,000 population",Total,2.2,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",Total,0.3,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",Total,0.2,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,789.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,10.2,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Overall satisfaction of people who use services with their care and support,Total,73.1,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Overall satisfaction of people who use services with their care and support,18-64,79.8,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Overall satisfaction of people who use services with their care and support,65 and over,69.5,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Overall satisfaction of people who use services with their care and support,Female,72.1,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Overall satisfaction of people who use services with their care and support,Male,74.3,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of adults in contact with secondary mental health services in paid employment,Total,7.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of adults in contact with secondary mental health services in paid employment,Female,9.0,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of adults in contact with secondary mental health services in paid employment,Male,6.0,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,73.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,76.0,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,70.0,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities in paid employment,Total,5.5,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities in paid employment,Female,5.4,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities in paid employment,Male,5.5,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities who live in their own home or with their family,Total,87.6,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities who live in their own home or with their family,Female,86.6,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of adults with learning disabilities who live in their own home or with their family,Male,88.2,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,90.6,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,90.9,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,90.0,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,90.62,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,1.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,1.3,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,0.6,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,0.98,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,Total,43.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,18-64,55.6,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,65 and over,30.3,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,Total,98.0,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,18-64,98.2,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive direct payments,65 and over,97.45,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,Total,93.5,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,18-64,90.5,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,65 and over,96.6,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,Total,98.9,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,18-64,98.9,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people using social care who receive self-directed support,65 and over,98.73,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people who use services and carers who find it easy to find information about services,Total,69.7,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people who use services and carers who find it easy to find information about services,18-64,64.0,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people who use services and carers who find it easy to find information about services,65 and over,72.6,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people who use services and carers who find it easy to find information about services,Female,70.3,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of people who use services and carers who find it easy to find information about services,Male,68.9,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who feel safe,Total,73.2,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who feel safe,18-64,67.0,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who feel safe,65 and over,76.4,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who feel safe,Female,73.1,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who feel safe,Male,73.2,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who have control over their daily life,Total,77.8,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who have control over their daily life,18-64,83.7,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who have control over their daily life,65 and over,76.5,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who have control over their daily life,Female,76.3,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who have control over their daily life,Male,80.3,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who reported that they had as much social contact as they would like,Total,52.1,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,57.0,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,49.5,21850.19,27463,48660.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who reported that they had as much social contact as they would like,Female,52.5,21850.19,27463,100504.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who reported that they had as much social contact as they would like,Male,51.6,21850.19,27463,95946.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who say that those services have made them feel safe and secure,Total,91.6,21850.19,27463,196450.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,88.8,21850.19,27463,147790.0,2020
Barnsley,Council,E08000016,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,93.1,21850.19,27463,48660.0,2020
